index,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,FLAG_MOBIL,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
23959,F,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13328,-5817,1,0,1,0,High skill tech staff,-29.0,2,2.0
23960,F,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-14496,-4206,1,0,0,0,Medicine staff,-32.0,1,2.0
23961,M,144000.0,Commercial associate,Higher education,Married,House / apartment,-19270,-2356,1,0,1,0,Managers,-19.0,2,2.0
23962,M,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10594,-2116,1,0,0,1,Security staff,-41.0,1,1.0
23963,M,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,-53.0,0,2.0
23964,M,202500.0,Working,Secondary / secondary special,Married,With parents,-11942,-3638,1,0,1,0,Sales staff,-60.0,1,2.0
23965,M,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15646,-4614,1,0,0,0,Laborers,-59.0,1,2.0
23966,F,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22742,0,1,0,0,0,,-14.0,1,0.0
23967,F,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11405,-1934,1,1,0,0,,-9.0,1,2.0
23968,M,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10059,-1626,1,0,1,0,,-29.0,2,1.0
23969,M,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10271,-1629,1,0,0,0,Laborers,-12.0,1,1.0
23970,F,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19758,-1842,1,0,1,0,High skill tech staff,-7.0,1,2.0
23971,M,270000.0,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,-14.0,2,1.0
23972,M,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,-25.0,2,0.0
23973,F,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15346,-2481,1,0,0,0,Laborers,-20.0,2,2.0
23974,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12928,-1313,1,0,0,0,Accountants,-10.0,2,2.0
23975,M,180000.0,Working,Higher education,Married,House / apartment,-21753,-4540,1,0,0,0,,-29.0,2,2.0
23976,F,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,-12.0,2,2.0
23977,F,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-17493,-3694,1,0,0,1,Medicine staff,-48.0,1,2.0
23978,F,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,1,0,0,0,HR staff,-5.0,1,2.0
23979,F,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16435,-9745,1,0,1,0,,-36.0,1,2.0
23980,F,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23679,0,1,0,1,0,,-23.0,1,2.0
23981,M,130500.0,Working,Incomplete higher,Married,Rented apartment,-11331,-1808,1,1,1,0,,-43.0,0,2.0
23982,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14080,-1869,1,0,1,0,,-22.0,0,0.0
23983,F,180000.0,Working,Incomplete higher,Single / not married,House / apartment,-15800,-5939,1,0,0,0,Sales staff,-51.0,1,1.0
23984,M,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638,-5891,1,0,0,0,Laborers,-27.0,1,1.0
23985,F,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,-52.0,0,2.0
23986,F,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23914,0,1,0,0,0,,-42.0,1,0.0
23987,M,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837,-588,1,0,0,1,Sales staff,-58.0,2,2.0
23988,F,33300.0,Pensioner,Secondary / secondary special,Married,Office apartment,-19605,0,1,0,0,0,,-41.0,0,2.0
23989,M,270000.0,Working,Incomplete higher,Single / not married,With parents,-10844,-1086,1,0,0,0,,-18.0,1,0.0
23990,M,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20544,0,1,0,0,0,,-56.0,2,2.0
23991,M,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15555,-3514,1,0,0,0,Managers,-19.0,1,2.0
23992,F,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14172,-1130,1,0,0,0,Medicine staff,-10.0,0,1.0
23993,M,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-11344,-3309,1,0,0,0,Core staff,-51.0,1,2.0
23994,F,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19949,0,1,0,0,0,,-39.0,2,1.0
23995,F,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17375,-3759,1,0,0,0,,-40.0,1,2.0
23996,M,144000.0,Commercial associate,Incomplete higher,Single / not married,Rented apartment,-10337,-795,1,1,0,0,Security staff,-18.0,0,0.0
23997,F,207000.0,State servant,Higher education,Married,House / apartment,-22398,-3506,1,0,0,0,Medicine staff,-37.0,2,2.0
23998,M,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,-1.0,2,0.0
23999,F,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-19252,-2057,1,0,0,0,Sales staff,-38.0,1,2.0
24000,M,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18147,-1101,1,1,0,0,Managers,-42.0,1,2.0
24001,F,49500.0,Pensioner,Higher education,Married,Municipal apartment,-21157,0,1,0,0,0,,-6.0,0,2.0
24002,M,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,-15.0,1,2.0
24003,F,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14058,-3694,1,0,0,0,Realty agents,-8.0,1,2.0
24004,F,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22611,0,1,0,1,0,,-51.0,1,0.0
24005,F,256500.0,State servant,Higher education,Married,House / apartment,-17594,-1315,1,0,1,0,Managers,-32.0,1,2.0
24006,F,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22752,0,1,0,0,0,,-12.0,0,1.0
24007,F,180000.0,Working,Higher education,Married,House / apartment,-13678,-7018,1,0,0,0,Core staff,-23.0,0,2.0
24008,F,427500.0,Commercial associate,Higher education,Single / not married,With parents,-9278,-682,1,0,0,0,,-14.0,1,1.0
24009,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14892,-895,1,1,1,0,Accountants,-51.0,2,2.0
24010,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12078,-673,1,1,1,0,Laborers,-14.0,2,2.0
24011,M,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854,-3518,1,1,0,0,Drivers,-28.0,0,2.0
24012,F,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15408,-1726,1,0,0,1,Laborers,-11.0,1,2.0
24013,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,,-6.0,2,2.0
24014,F,144000.0,Working,Secondary / secondary special,Married,House / apartment,-15743,-2052,1,0,1,0,Laborers,-30.0,0,2.0
24015,M,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13753,-4813,1,0,1,0,Managers,-58.0,1,2.0
24016,F,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20578,0,1,0,1,0,,-41.0,1,2.0
24017,F,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18307,-8794,1,1,1,0,Drivers,-14.0,0,2.0
24018,F,157500.0,Working,Incomplete higher,Married,House / apartment,-12402,-917,1,1,0,0,Managers,-35.0,0,2.0
24019,F,211500.0,Working,Higher education,Married,House / apartment,-10537,-2746,1,0,0,0,Accountants,-24.0,2,2.0
24020,F,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,0,1,0,0,0,,-6.0,1,2.0
24021,F,130500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24293,0,1,0,0,0,,-39.0,0,1.0
24022,F,144000.0,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,1,1,1,0,High skill tech staff,-23.0,0,0.0
24023,F,324000.0,State servant,Higher education,Married,House / apartment,-13482,-4795,1,0,0,0,Managers,-42.0,1,2.0
24024,F,67500.0,Working,Secondary / secondary special,Single / not married,With parents,-9130,-2105,1,0,0,0,High skill tech staff,-11.0,1,2.0
24025,F,225000.0,Working,Higher education,Civil marriage,House / apartment,-11067,-492,1,0,0,0,Sales staff,-40.0,2,0.0
24026,F,225000.0,Working,Higher education,Civil marriage,House / apartment,-13528,-980,1,1,1,0,Core staff,-34.0,1,1.0
24027,F,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20578,0,1,0,0,0,,-12.0,0,2.0
24028,F,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16965,-928,1,0,0,0,Accountants,-59.0,1,2.0
24029,F,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,-45.0,0,2.0
24030,F,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13352,-2561,1,1,1,0,,-37.0,1,1.0
24031,F,315000.0,Commercial associate,Higher education,Married,House / apartment,-14504,-2518,1,0,0,0,Accountants,-41.0,1,2.0
24032,F,144000.0,Working,Secondary / secondary special,Married,House / apartment,-19975,-10780,1,1,1,0,Laborers,-55.0,1,2.0
24033,M,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10962,-3518,1,1,0,0,Laborers,-14.0,1,2.0
24034,F,112500.0,Commercial associate,Higher education,Married,House / apartment,-12392,-3138,1,0,0,0,Sales staff,-7.0,0,1.0
24035,F,216000.0,Working,Higher education,Married,With parents,-11445,-3657,1,0,1,0,Core staff,-5.0,1,2.0
24036,M,225000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10763,-1473,1,1,1,1,,-40.0,1,2.0
24037,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,-29.0,1,2.0
24038,M,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-17663,-1022,1,0,0,0,Low-skill Laborers,-34.0,2,2.0
24039,F,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,0,1,0,0,0,,-11.0,2,1.0
24040,F,225000.0,Working,Higher education,Married,House / apartment,-12322,-3717,1,0,0,0,Core staff,-26.0,2,1.0
24041,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13437,-1671,1,0,0,0,,-50.0,1,2.0
24042,F,81000.0,Working,Higher education,Married,House / apartment,-12358,-3017,1,1,0,0,Sales staff,-10.0,1,1.0
24043,M,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15973,-2026,1,0,0,1,Drivers,-14.0,2,2.0
24044,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-20481,-4084,1,0,0,0,Drivers,-2.0,1,1.0
24045,M,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14400,0,1,0,1,0,,-26.0,1,2.0
24046,F,157500.0,Commercial associate,Higher education,Married,House / apartment,-12135,-1216,1,0,0,0,High skill tech staff,-23.0,1,1.0
24047,M,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23267,0,1,0,0,0,,-13.0,1,2.0
24048,M,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11248,-2391,1,0,0,0,Drivers,-47.0,2,1.0
24049,F,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15443,-290,1,0,0,0,Sales staff,-23.0,2,2.0
24050,M,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,-35.0,2,2.0
24051,F,135000.0,Working,Higher education,Married,House / apartment,-12804,-4977,1,0,0,0,Accountants,-32.0,1,1.0
24052,F,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23083,0,1,0,0,0,,-28.0,1,0.0
24053,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12903,-4439,1,0,0,0,Security staff,-20.0,1,2.0
24054,F,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15731,-4488,1,1,0,0,Accountants,-10.0,0,1.0
24055,M,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17473,-2631,1,0,0,0,Managers,-18.0,1,1.0
24056,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12078,-673,1,1,1,0,Laborers,-22.0,2,2.0
24057,F,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-19124,-670,1,0,0,0,,-15.0,0,2.0
24058,F,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14813,-657,1,0,0,0,High skill tech staff,-6.0,1,1.0
24059,M,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14670,-6957,1,0,1,0,,-20.0,1,2.0
24060,M,184500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18013,-1215,1,0,0,0,Laborers,-41.0,1,2.0
24061,F,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10193,-105,1,1,1,0,Accountants,-23.0,0,2.0
24062,F,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23120,0,1,0,0,0,,-9.0,1,1.0
24063,M,225000.0,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,,-14.0,0,2.0
24064,F,405000.0,Working,Secondary / secondary special,Married,Rented apartment,-13810,-1678,1,1,1,1,Core staff,-48.0,1,1.0
24065,F,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18759,0,1,0,0,0,,-3.0,1,1.0
24066,F,76500.0,Pensioner,Higher education,Married,House / apartment,-20833,0,1,0,0,0,,-59.0,0,1.0
24067,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11598,-1976,1,1,0,0,,-42.0,1,1.0
24068,F,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,-20.0,1,0.0
24069,M,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13087,-313,1,0,0,0,,-54.0,2,2.0
24070,F,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,1,0,0,0,,-39.0,1,0.0
24071,F,171000.0,Working,Incomplete higher,Married,House / apartment,-11052,-609,1,0,0,0,High skill tech staff,-16.0,1,2.0
24072,F,85500.0,Working,Higher education,Married,House / apartment,-18438,-9724,1,0,1,0,Core staff,-7.0,2,2.0
24073,F,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,0,1,0,1,0,,-32.0,1,2.0
24074,M,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538,-5422,1,1,1,0,Drivers,-16.0,0,1.0
24075,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14321,-1537,1,0,0,0,Drivers,-21.0,2,2.0
24076,M,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14301,-200,1,0,1,0,Laborers,-20.0,1,1.0
24077,F,202500.0,Working,Incomplete higher,Married,House / apartment,-12448,-4395,1,0,0,0,Core staff,-14.0,1,2.0
24078,F,135000.0,Working,Lower secondary,Civil marriage,House / apartment,-15143,-991,1,0,0,0,Laborers,-9.0,1,2.0
24079,F,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13328,-5817,1,0,1,0,High skill tech staff,-29.0,2,2.0
24080,M,157500.0,Commercial associate,Higher education,Married,House / apartment,-9579,-835,1,0,0,0,Laborers,-2.0,1,0.0
24081,M,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11524,-2554,1,0,0,0,Sales staff,-27.0,1,2.0
24082,F,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-24022,0,1,0,0,0,,-44.0,0,0.0
24083,F,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,-43.0,1,1.0
24084,M,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,-19.0,1,2.0
24085,F,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,0,1,0,0,0,,0.0,0,1.0
24086,F,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,-28.0,0,2.0
24087,M,495000.0,Pensioner,Higher education,Single / not married,House / apartment,-22867,0,1,0,0,0,,-50.0,2,2.0
24088,F,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,0,1,0,0,0,,-16.0,0,2.0
24089,F,144000.0,Working,Secondary / secondary special,Married,House / apartment,-18705,-5345,1,0,0,0,Medicine staff,-35.0,1,2.0
24090,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15088,-2759,1,0,0,0,Laborers,-34.0,2,2.0
24091,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14234,-309,1,0,0,0,Core staff,-1.0,2,1.0
24092,F,180000.0,Working,Higher education,Married,House / apartment,-15554,-2416,1,0,1,0,Drivers,-30.0,2,1.0
24093,F,202500.0,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,,-52.0,0,2.0
24094,M,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14950,-938,1,0,0,0,Drivers,-24.0,1,2.0
24095,F,225000.0,Working,Higher education,Separated,House / apartment,-14816,-1672,1,0,0,0,Core staff,-11.0,2,1.0
24096,F,99000.0,Working,Higher education,Married,House / apartment,-14661,-5521,1,0,0,0,,-11.0,0,1.0
24097,F,81000.0,Pensioner,Lower secondary,Married,House / apartment,-21801,0,1,0,0,0,,-9.0,1,1.0
24098,F,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,-23.0,1,2.0
24099,F,360000.0,Pensioner,Higher education,Married,House / apartment,-22295,0,1,0,0,0,,-23.0,1,1.0
24100,F,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10151,-1138,1,0,0,0,Laborers,-11.0,0,2.0
24101,F,157500.0,Working,Higher education,Separated,House / apartment,-17237,-3000,1,0,0,0,Medicine staff,-13.0,0,2.0
24102,F,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24521,0,1,0,0,0,,-46.0,1,2.0
24103,F,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10682,-1692,1,0,0,0,Medicine staff,-37.0,1,2.0
24104,M,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17300,-1235,1,0,0,0,Drivers,-38.0,2,2.0
24105,F,157500.0,State servant,Higher education,Married,House / apartment,-9313,-615,1,0,0,0,,-27.0,1,2.0
24106,M,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,1,0,1,0,Drivers,-25.0,1,2.0
24107,M,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,-36.0,1,2.0
24108,M,382500.0,Working,Secondary / secondary special,Married,House / apartment,-12791,-460,1,0,0,0,,-44.0,1,2.0
24109,F,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23283,0,1,0,1,0,,-3.0,0,1.0
24110,F,193500.0,State servant,Secondary / secondary special,Married,Office apartment,-22168,-10155,1,0,0,0,Cooking staff,-1.0,1,1.0
24111,F,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23146,0,1,0,0,0,,-31.0,1,1.0
24112,F,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21066,0,1,0,0,0,,-7.0,2,1.0
24113,F,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12217,-2349,1,1,0,0,,-53.0,0,1.0
24114,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20493,-7624,1,1,1,0,Managers,-47.0,1,1.0
24115,M,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837,-588,1,0,0,1,Sales staff,-27.0,2,2.0
24116,F,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-14172,-3931,1,0,0,0,Laborers,-51.0,1,2.0
24117,F,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-13639,-188,1,1,0,0,Cooking staff,-46.0,2,2.0
24118,F,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,-16.0,2,0.0
24119,F,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20429,0,1,0,1,0,,-4.0,0,2.0
24120,F,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16691,-1291,1,0,0,0,High skill tech staff,-41.0,1,2.0
24121,F,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-17482,-2264,1,0,0,0,Sales staff,-15.0,2,2.0
24122,F,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12116,-2714,1,1,1,0,Drivers,-25.0,2,2.0
24123,F,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18759,0,1,0,0,0,,-18.0,1,2.0
24124,F,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,-46.0,1,2.0
24125,F,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16300,-9698,1,0,0,1,Managers,-41.0,1,2.0
24126,F,157500.0,Working,Higher education,Married,House / apartment,-9697,-257,1,0,0,0,Sales staff,-35.0,1,0.0
24127,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14212,-1889,1,0,0,0,Laborers,-14.0,1,2.0
24128,F,270000.0,Working,Incomplete higher,Single / not married,With parents,-9690,-2765,1,1,1,0,Managers,-19.0,1,0.0
24129,F,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-18939,-12179,1,0,0,0,Laborers,-24.0,1,0.0
24130,F,45000.0,Pensioner,Higher education,Married,House / apartment,-22420,0,1,0,1,0,,-8.0,2,2.0
24131,F,157500.0,Working,Higher education,Married,House / apartment,-17056,-10094,1,1,1,0,Core staff,-32.0,1,0.0
24132,F,168750.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,0,1,0,1,0,,-52.0,1,1.0
24133,F,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22576,0,1,0,0,0,,-21.0,1,2.0
24134,F,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16557,-2834,1,0,0,0,Sales staff,-1.0,1,1.0
24135,M,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,-26.0,1,1.0
24136,M,166500.0,Commercial associate,Higher education,Married,House / apartment,-12312,-1199,1,0,0,0,Core staff,-17.0,1,0.0
24137,F,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15123,-2873,1,0,1,0,Sales staff,-19.0,1,1.0
24138,F,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11268,-1741,1,0,0,1,Sales staff,-12.0,1,2.0
24139,M,202500.0,Working,Higher education,Single / not married,House / apartment,-12811,-4327,1,0,0,0,,-39.0,1,2.0
24140,F,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17450,-5495,1,0,0,0,Managers,-3.0,1,1.0
24141,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11965,-2863,1,0,0,0,Sales staff,-36.0,2,0.0
24142,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,1,1,1,0,High skill tech staff,-24.0,2,2.0
24143,F,180000.0,Working,Higher education,Married,House / apartment,-22228,-686,1,1,1,0,High skill tech staff,-47.0,1,2.0
24144,F,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16829,-2537,1,0,0,0,High skill tech staff,-6.0,2,0.0
24145,F,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-12047,-4796,1,0,0,0,Medicine staff,-51.0,1,2.0
24146,F,270000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-16692,-7130,1,0,0,0,,-46.0,1,2.0
24147,F,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13014,0,1,0,0,0,,-6.0,1,2.0
24148,F,139500.0,Working,Incomplete higher,Married,With parents,-13166,-2988,1,1,1,0,Core staff,-56.0,0,2.0
24149,F,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14002,-5557,1,0,0,0,Laborers,-14.0,0,2.0
24150,F,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24387,0,1,0,0,0,,-47.0,1,2.0
24151,F,126000.0,Working,Secondary / secondary special,Married,House / apartment,-15653,-2235,1,1,0,0,Laborers,-29.0,0,2.0
24152,F,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23029,0,1,0,0,0,,-16.0,0,2.0
24153,M,135000.0,Working,Secondary / secondary special,Married,With parents,-16271,-3111,1,0,0,0,Core staff,-28.0,2,1.0
24154,M,157500.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-8466,-1236,1,0,0,0,Laborers,-26.0,1,2.0
24155,F,180000.0,Working,Higher education,Single / not married,Municipal apartment,-10433,-3019,1,0,0,0,Laborers,-14.0,2,0.0
24156,F,180000.0,Commercial associate,Higher education,Married,House / apartment,-22190,-523,1,0,0,0,,-8.0,1,2.0
24157,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20976,-1776,1,0,0,0,Laborers,-16.0,1,2.0
24158,F,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,1,0,0,0,Security staff,-43.0,2,2.0
24159,M,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11496,-1737,1,1,0,0,Laborers,-19.0,0,2.0
24160,M,382500.0,Working,Higher education,Separated,House / apartment,-14806,-710,1,1,1,0,Managers,-42.0,2,2.0
24161,F,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,-23.0,1,2.0
24162,F,112500.0,Working,Secondary / secondary special,Married,With parents,-19723,-1191,1,0,1,0,,-11.0,0,0.0
24163,M,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10386,-412,1,1,0,0,,-10.0,2,2.0
24164,F,117000.0,Pensioner,Higher education,Married,House / apartment,-21428,0,1,0,1,0,,-16.0,1,2.0
24165,F,40500.0,Pensioner,Lower secondary,Married,House / apartment,-23933,0,1,0,0,0,,-60.0,1,1.0
24166,F,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,1,0,0,0,,-10.0,1,0.0
24167,F,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14594,-2673,1,0,1,1,Accountants,-17.0,1,2.0
24168,F,135000.0,Working,Higher education,Civil marriage,House / apartment,-19841,-4428,1,1,1,0,Managers,-50.0,2,2.0
24169,F,90000.0,Working,Secondary / secondary special,Separated,Rented apartment,-14210,-344,1,0,0,1,Sales staff,-12.0,0,2.0
24170,M,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13440,-6639,1,0,0,0,Core staff,-50.0,2,2.0
24171,M,162000.0,Working,Secondary / secondary special,Separated,House / apartment,-15973,-3590,1,1,1,0,,-10.0,1,2.0
24172,M,157500.0,State servant,Higher education,Married,House / apartment,-11965,-3876,1,0,0,0,Core staff,-38.0,0,2.0
24173,F,90000.0,State servant,Secondary / secondary special,Married,With parents,-12989,-6195,1,0,0,0,Drivers,-40.0,1,2.0
24174,F,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-18042,-1603,1,0,1,1,Laborers,-36.0,1,2.0
24175,F,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,-39.0,2,2.0
24176,M,405000.0,Working,Secondary / secondary special,Married,With parents,-12675,-1328,1,0,0,0,Drivers,-14.0,0,1.0
24177,F,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18643,-658,1,0,0,0,High skill tech staff,-4.0,0,2.0
